Date,SBI,BANKBARODA,ONGC,BPCL,PFC,RECL,INFY,HCLTECH,M&M,VED
14-05-2024,817.9,261.2,274.5,607.7,421.4,521.1,1425.45,1319.25,2271.8,433.05
15-05-2024,820.7,263.9,273,626.7,436.8,527.5,1420,1335,2301.45,438
16-05-2024,812.3,263.8,276.5,620,454,541.1,1450.9,1347.15,2393.9,433.6
17-05-2024,817.35,261.9,277.8,628.8,468.3,543,1445,1331.95,2510,442
18-05-2024,821.5,262.4,278.95,628.6,464.9,544,1444.3,1339.2,2504,459.6
21-05-2024,830,265.4,279.9,645,467.25,545.05,1435.55,1342,2516.55,490.9
22-05-2024,818.75,263.65,278.6,639.95,464,535.85,1454.2,1342,2516,487.8
23-05-2024,829.85,268.95,283.2,647,467.15,537,1471.05,1352.45,2610,473.75
24-05-2024,828,268.8,282.65,654.7,492.55,554.2,1462.6,1342.5,2576.45,460.25
27-05-2024,833.35,270.4,278.3,655.2,514.5,576.5,1471,1352.1,2548.9,459.7
28-05-2024,830.8,263,274.25,645.65,514.55,577.65,1463,1359,2550,455
29-05-2024,825,263.5,272.9,633.75,509.2,567.25,1455,1347.95,2530,453.9
30-05-2024,828.9,263.5,267.35,626.95,503.95,550,1434.95,1338.55,2501.15,443.25
31-05-2024,832.25,265.6,265.7,628.6,493.6,538,1407,1324,2517.95,449.5
03-06-2024,909.05,296.9,284,666.05,559,605.05,1408.3,1316.5,2641.8,458.5
04-06-2024,784.6,250.2,238,585.45,434.85,459,1400.05,1319.95,2584,420.75
05-06-2024,787.55,258.2,246.8,580,444.5,457.5,1429.95,1347.15,2728.9,440
06-06-2024,817,268.9,253.5,585.4,472.9,490,1473,1396,2699,450
07-06-2024,829.25,270.7,260.5,599.8,482.9,495.9,1531,1428.5,2845,457.4
10-06-2024,830.8,276.05,259.15,602.05,483.75,509.45,1498.1,1418.3,2814,442.3
11-06-2024,835.5,274.45,273.9,606.8,486.35,510.7,1496,1428,2833.25,444.15
12-06-2024,838.85,283,275.8,613.75,491.7,515.4,1486.4,1437,2796.65,444.85
13-06-2024,844.95,282.9,276.9,619.3,504.35,522,1494,1445.2,2877,440
14-06-2024,839.2,286,275.6,626.45,509,531,1488.5,1431.2,2924,446.7
18-06-2024,845.3,287.2,275.7,631.6,507.3,527.8,1499,1438.9,2958.15,453.75
19-06-2024,854.3,284.8,271.7,616.25,499,516.75,1510.25,1444,2930,449.4
20-06-2024,844.9,285,272.2,627,482.6,508.55,1516.1,1445,2874.05,470.95
21-06-2024,834.45,280,270,308.3,481.5,510.25,1525.1,1440.45,2834.65,469.3
24-06-2024,833.5,281,270.1,305.25,487.25,521.25,1526,1439.15,2921.2,464.8
25-06-2024,841.95,279.6,267.1,296.75,482.6,519.15,1540,1445,2909,452.5
26-06-2024,844.25,281.1,267.8,298.75,479.75,513.8,1540.15,1442,2856.75,442
27-06-2024,845,280.2,267.25,305.8,480.1,524.65,1571,1455,2885,443.05
28-06-2024,848.8,275,274.35,303.25,484.65,526,1566.65,1461,2866.45,454
01-07-2024,842.8,272.05,273,304.05,500.5,551,1586,1467,2867.5,467.3
02-07-2024,827.6,265.2,275.7,304.4,502.6,539.5,1620,1479,2862.95,457.8
03-07-2024,841.05,267.1,275.3,305.95,528.9,561.5,1629.25,1482.1,2880,463.7
04-07-2024,838.5,269.7,277.5,304,534,576,1648.95,1520,2901.1,469.1
05-07-2024,859.6,273.85,288.3,306.5,535.5,580.35,1641.1,1517.1,2879,475
08-07-2024,856.75,263,300.15,299,549.8,608.5,1660.95,1537.95,2849.65,466.1
09-07-2024,856.5,261.9,297.35,300.2,550,611,1656.2,1530,2915.05,465.75
10-07-2024,850.05,256.95,298,301.35,561.25,630.25,1645,1506.1,2729.9,455
11-07-2024,856.15,256.9,305.3,306.75,571,647.4,1652,1516.75,2700,448.15
12-07-2024,861,250.85,307.35,305.25,555.5,636,1706.35,1561.75,2704,448.75
15-07-2024,883,258.8,323,307.75,558.9,633.6,1709,1568,2730,462.25
16-07-2024,882,258.85,322.45,316.1,550,618.35,1725.1,1567.4,2752.2,455.7
18-07-2024,892.5,255.6,332.3,317.5,547.9,611,1764.05,1589,2815.05,450.75
19-07-2024,889.5,248.75,320.3,305.5,532.95,598.5,1789.35,1592,2756.2,441
22-07-2024,878,253.15,321.5,308.1,546,619.8,1810,1579.9,2805,450.1
23-07-2024,864.2,251.15,314.9,306,524.5,597.4,1832.9,1596,2817,433.8
24-07-2024,853.95,250,321,314.9,525.75,605.35,1835.7,1586,2815.7,432.8
25-07-2024,848.95,245.7,335,326.5,526.95,609.1,1826.35,1586.5,2809.4,433
26-07-2024,859.95,249.75,332.3,329.05,538.9,623.55,1880,1638.8,2881.8,447.25
29-07-2024,871,256.25,333.65,338.4,553,643,1874.95,1628.05,2945,446.25
30-07-2024,871.65,256.25,332,348.3,552.75,640.8,1875.2,1630.15,2929,447.4
31-07-2024,874.4,254.5,334.85,351,557,643.5,1869,1640.85,2909,451.7
01-08-2024,861.9,251,341,348.6,542.5,625,1847.65,1639.5,2827,448.8
02-08-2024,847.75,243.7,330.35,347.9,526.95,611.5,1819,1605,2755.4,434
05-08-2024,810,238.9,309,341,497.4,578,1751.45,1557.95,2688,411.55
06-08-2024,799.75,239.15,307.25,335.4,476.65,568,1756,1583,2644.45,414
07-08-2024,809.95,243.55,328.9,344,494.45,590.9,1792,1598,2686.35,431.75
08-08-2024,808.15,240.8,323.8,338.55,491.7,583.5,1739,1558,2680.2,423.05
09-08-2024,825,246.4,331.15,333.4,500.8,587.5,1770.7,1589.05,2764.9,429.3
12-08-2024,813,244.85,341.15,333,494.8,578.05,1793.3,1583.25,2717,431.6
13-08-2024,797,241,334,321.6,482.25,568.7,1795.95,1594,2717.05,424.95
14-08-2024,803.2,240.1,329.8,325.1,484.8,564.5,1820,1623.9,2749.45,420
16-08-2024,811.4,243.5,330,333.35,503.5,579.8,1856.95,1668.7,2839.9,428.75
19-08-2024,814.6,247.15,335,343.55,506.05,584.95,1865,1677.2,2767,442.55
20-08-2024,819,253.9,330.6,347.95,520.25,598.5,1871,1688.65,2773,445.95
21-08-2024,816.6,253.3,328.25,351,516.5,594.5,1872.6,1679,2769.5,455.2
22-08-2024,820,253.75,324.4,349.9,519,594.05,1879.95,1675,2736,459.45
23-08-2024,815.8,252.1,318.6,353,514.8,587.2,1865.95,1662.9,2761,449.1
26-08-2024,815.4,251.5,328.35,350.75,514.8,589.9,1878,1731.95,2795,462.8
27-08-2024,814.8,250.8,328.45,347.9,535.15,616.25,1898,1706,2792,463.8
28-08-2024,807.95,249.6,327,347.7,538,618,1938,1714,2800.75,465.5
29-08-2024,815.7,250.1,329.1,356.5,555.5,626.5,1930.2,1750.45,2763,463.6
30-08-2024,816.25,249.85,330.3,356.8,552.25,622.8,1949.85,1749.1,2812,467.6
02-09-2024,821.9,253.75,326.3,358.5,546.2,617.5,1959.5,1800,2775.8,464
03-09-2024,823.4,250.8,321.85,355.2,559,627.65,1940.9,1788.2,2783,464.5
04-09-2024,816.25,243.35,314.9,357,555.1,623.95,1920.7,1785,2755.2,459.6
05-09-2024,818,244.05,311.5,361.2,558.5,629,1933,1794.6,2721,467.9
06-09-2024,783.9,236,308.35,352.25,545.1,607,1904,1754,2699.4,460
09-09-2024,785.7,235.7,299.8,347.95,525.1,591.9,1903,1748.5,2709,460.7
10-09-2024,782.5,235.7,295.9,346.75,511.5,577.7,1914.15,1781.6,2694,440.15
11-09-2024,771,232.8,286.9,340.8,502.25,563.9,1912.95,1783.2,2652,426.25
12-09-2024,786.5,237.25,293,342.4,506.45,573,1943.8,1795.6,2729.35,441.4
13-09-2024,789.7,239.25,291.75,341.85,500.25,566.7,1943,1809.25,2737.2,453.1
16-09-2024,786.55,239.7,292.75,340.9,491.45,560.5,1946,1812,2756.5,447.35
17-09-2024,782.75,239,294.7,338,484.15,545.5,1950,1811,2782,449.5
18-09-2024,790.75,237.4,289.8,335.7,491.25,545.8,1892.35,1758.1,2807.45,448.25
19-09-2024,791.5,236.9,286.5,324.65,482.5,533.8,1897,1741.85,2801.75,451.8
20-09-2024,784.5,235.4,285.75,332,483,541,1910,1763,2946.35,450
23-09-2024,800.6,244.15,295,338.45,490.9,542.3,1895,1750.7,3047,453
24-09-2024,797.9,243.75,299.5,339.3,489.75,548.5,1900,1779.05,3075,470.1
25-09-2024,793.15,243,298.55,339.95,483.3,544.4,1900,1780,3092,479.25
26-09-2024,802,245.5,295,345,481.45,544.5,1894,1782,3169,502.75
27-09-2024,802.3,248.1,295.7,366.6,492.85,559.8,1908,1809,3190,511.95
30-09-2024,788,247,296.8,369.5,488,553.15,1877.6,1796,3115,512.5
01-10-2024,795.5,248.3,292.4,367.75,494.65,557,1906,1816.45,3168,516.7
03-10-2024,793,244.49,293,349.85,468.5,537.65,1889,1779,3137.6,511.9
04-10-2024,797.25,250.2,295.5,340.8,462,524.2,1922,1782.25,3019,509.25
07-10-2024,774,243.39,289,335.2,438.2,501.5,1930.15,1773.65,3062,499.9
08-10-2024,781,247.5,293.5,338.8,466.9,525.5,1945.95,1784,3169.25,497.8
09-10-2024,795.8,246.7,288.5,338.95,471,532,1959,1812,3154.75,496.1
10-10-2024,797,245.3,289.4,335.65,472.1,543.5,1917.55,1812,3191.6,492.1
11-10-2024,799,242.48,292.65,338.2,468.75,538.55,1935,1839.95,3136.8,496.9
14-10-2024,804.35,245.5,286.55,339.85,474.4,542,1966,1865,3155,498.1
15-10-2024,805,244.3,283.55,349.35,477.2,548.2,1960,1866,3154.8,490
16-10-2024,805.9,243.5,285.6,349.4,478.45,552.3,1918.1,1857,3068,486.4
17-10-2024,811.3,241.99,282,342.4,468.8,542,1974.55,1865.75,2960,472.35
18-10-2024,819.95,247.5,282.6,342.6,472.85,544.85,1885,1856.55,2965,480.4
21-10-2024,813,245.2,276.6,331,462.65,529,1850.1,1840.1,2998.95,474.8
22-10-2024,789.75,233.4,272,323.25,444.35,509.5,1853.55,1822.25,2889.3,462.4
23-10-2024,785.2,237.79,270.4,323,437.1,506.8,1868.3,1845,2794.3,463.5
24-10-2024,795,245,269.65,320.25,452.55,522,1863.6,1842.8,2834.9,469.5
25-10-2024,782.85,239,265.1,305.95,439.3,513,1866,1852,2726.65,456
28-10-2024,793.05,249.76,263.75,311.1,450.5,523.9,1865,1875,2788,469
29-10-2024,832.05,254.3,264.8,310.65,473.75,548.55,1839.95,1872,2743.55,472.9
30-10-2024,823.55,251.24,262.6,311.1,463.75,533.25,1798.8,1853.75,2700,468
31-10-2024,821.1,252.25,267,311.8,455.2,522.65,1762.95,1772.5,2751.3,463.8
01-11-2024,821.95,253.45,274,312.85,459.9,526.95,1755.6,1757,2826.45,468.25
04-11-2024,830.25,252.6,265.4,303.45,451.4,517.5,1763.05,1761.15,2878,458.25
05-11-2024,847.85,257.5,267.55,307.9,459.05,523.75,1753,1773.65,2890,469.2
06-11-2024,855.85,263,268.55,316.75,467.05,532.65,1821,1843,2912.4,473.7
07-11-2024,858.35,263,265.65,315.05,462.15,528.3,1802.85,1826.35,2900,457.95
08-11-2024,841.1,255.8,261.3,310,450.8,514,1825.95,1838,2960.6,456
11-11-2024,845.95,258,257.25,312.8,480.4,528.45,1859.05,1870,2920,455.45
12-11-2024,826.05,252.75,255.9,309.5,467.55,514.85,1861,1868.35,2884.05,444.5
13-11-2024,812.3,244.4,252,306.65,463.15,510,1869,1864.35,2798,435
14-11-2024,805.95,241.75,251.1,298.2,455.5,503.95,1865,1865,2818.25,434
18-11-2024,814.15,241.85,250.9,290.4,460.45,502.4,1815.05,1835.65,2846.95,447.1
19-11-2024,802.4,236.4,248.05,287.3,469,515,1822.5,1824,2936.55,442
21-11-2024,780.9,228.7,242.35,282.6,453.9,491.2,1834,1833.3,2925.05,443
22-11-2024,814.55,235.9,245.45,286,477,505.6,1889.2,1897.1,3005.5,445.4
25-11-2024,845.45,248.05,259.05,297.3,483.5,522,1891,1896,3047.6,444.5
26-11-2024,838.3,247.6,254.6,293.85,485.6,520.05,1920.2,1900,3005,448
27-11-2024,834.85,247,254.8,293.5,491.5,526,1927,1891.1,3000,446.2
28-11-2024,840.55,250.15,253,292.3,495,529.5,1860.3,1844,2904,452.4
29-11-2024,838.7,246.3,256.95,292.5,495.5,533,1856.95,1850,2973.6,453.7
02-12-2024,837.05,246.5,257.65,295.8,495.8,531,1877.45,1872.75,3019.4,460.95
03-12-2024,853.5,254.3,261.9,294.5,501.1,539.5,1890,1888.95,3025,467.8
04-12-2024,858.55,260.32,260.7,294,509.5,543.5,1892,1894.6,3025,468.15
05-12-2024,864.25,260.2,261.25,296.85,513,544,1935,1920,3069,472.8
06-12-2024,862.95,264,260.15,300.8,513,557.5,1919,1915.55,3070,501.4
09-12-2024,858.2,262.9,258.75,303.05,515.05,563,1926.95,1909.95,3048,496.25
10-12-2024,868.3,263.65,256.7,303,516.7,570,1947.1,1937,3066,499.95
11-12-2024,861.8,260.42,257.05,307,511.35,569,1967.3,1930,3075.3,513.8
12-12-2024,853.4,259,254,301.75,507.15,561,1985.1,1937,3059.65,521.05
13-12-2024,861.9,258,255,301.6,504.2,556.9,1999,1965,3082.65,521
16-12-2024,860.65,258.35,251.5,298,506.1,558.5,1979.2,1954.25,3083.3,513.5
17-12-2024,849.8,255.55,247,293.25,497.5,549.2,1974,1948.05,3035.2,503.1
18-12-2024,840.8,250.9,243.9,288.7,486.1,537.15,1979,1958.85,3049.3,497
19-12-2024,832.25,248.35,242.2,294.2,480,528.9,1948.5,1936.15,3015,491.6
20-12-2024,814,239.5,237.5,288.85,452,511.25,1927.8,1917.7,2916.95,477.15
23-12-2024,820.5,246.5,241.15,289,456.7,513.5,1921,1900.8,2915,475.75
24-12-2024,813,244.85,239.25,291.55,451.15,506.3,1903.35,1892.05,2916.5,462.15
26-12-2024,814,246.85,240.4,295,464.2,519.5,1909,1900,2984.2,460.5
27-12-2024,800.85,244.73,237.1,293.6,453.65,508.45,1917,1891,3042,451.1
30-12-2024,793.3,240.95,234.4,293,444.25,502.75,1898.45,1910.65,3015,441.9
31-12-2024,796,240.44,239,292.1,448.8,502,1885.65,1924.8,3014.85,444.55
01-01-2025,794.3,241.3,236.91,295.55,448.5,505.05,1885,1911.6,3078,444.9
02-01-2025,802.25,241.25,246.1,295.9,459.45,519.95,1954.75,1966.45,3203,451.1
03-01-2025,793.3,241.73,258.65,296.7,465,537.85,1939.1,1943,3180,457.35
06-01-2025,778.4,227.5,254.99,285.5,446,512,1939,1948.6,3095.95,442.25
07-01-2025,778.4,232,264,282.8,445.9,515,1929,1916.75,3099,448.55
08-01-2025,771.35,232.77,271.5,286.35,435.35,503.1,1932.75,1932.9,3093,445.95
09-01-2025,762,230.98,264.3,281.05,422.85,492,1920.1,1934,3131.8,440.1
10-01-2025,744.8,226.25,263,278.1,404.25,459.5,1965.8,1997.1,3090,432.15
13-01-2025,728.95,216.85,255.74,265.45,388.4,444.55,1963,1975,3000,412.6
14-01-2025,750.5,224.9,260.6,271.25,418.8,479,1938,1819.95,3051.5,431.65
15-01-2025,754.95,222,258.35,267.8,429.5,478.45,1951.65,1825.7,2961,435.25
16-01-2025,767,229.05,263.35,268.15,435.55,485.4,1920.05,1790.15,2979.75,450.5
17-01-2025,763.8,227.9,266.6,274.05,433.3,482.1,1817.5,1789.45,2922.35,453.55
20-01-2025,778.5,231.62,268.69,277.6,436.5,489.35,1813,1794.95,2890,460.3
21-01-2025,759.8,229.75,265.7,280.35,428.1,476.3,1804,1804.05,2816.6,453.9
22-01-2025,753.45,228.29,263.69,278.3,421.1,462.15,1855,1828,2830.1,452.6
23-01-2025,746.25,228.95,262.88,271.65,421.2,463.85,1864.8,1806.95,2888.9,446.15
24-01-2025,744.5,224.97,258.25,263.25,407.95,446.65,1875,1796,2799,442.75
27-01-2025,747.5,219.05,250.49,261.9,389.3,428.85,1823,1710.55,2830,422.5
28-01-2025,752.15,222.4,249.3,258.75,387.5,420,1831,1694.5,2875.3,425.55
29-01-2025,758.5,222.8,252,257.75,400,434.3,1877.55,1720.65,2933.5,431.5
30-01-2025,764.5,223,257.01,257.2,414.5,442.55,1868.4,1717.9,2972,433.9
31-01-2025,773.1,213.61,262.8,261.5,424.2,452.1,1882.95,1730,3000,440.4
01-02-2025,766.4,211.1,257.7,256.25,403.8,428.75,1863,1694.7,3069.85,439
03-02-2025,761.05,207.79,251.1,250,385,405.5,1864.1,1693,3169,422.5
04-02-2025,778.5,213.25,254.2,256.25,405.4,426.55,1894.85,1732.45,3180,436.9
05-02-2025,765.5,219.95,261.05,261.55,412.85,440.5,1899.15,1712,3175.45,444.5
06-02-2025,753.95,220,256.45,263,403.35,425.1,1913.75,1724.1,3152,443.55
07-02-2025,736.4,216.25,248.95,264.25,409.9,441.2,1901.1,1724,3193,455.5
10-02-2025,736.5,215.29,242.85,259.5,395.8,422.3,1880,1734,3130.75,435.75
11-02-2025,731,210.77,239.4,255.15,375.1,409,1879,1723.9,3085,421.3
12-02-2025,732.95,212.52,238.5,255.45,377,409.4,1864,1716.05,2987.1,422.4
13-02-2025,726.8,210.78,235.3,255.45,384.45,409.7,1840.65,1704.8,2979.95,424.35
14-02-2025,720.8,205,230.2,251.15,370.4,390.45,1853,1711.6,2939,411.5
17-02-2025,727.9,207.33,234,252.9,372.7,390,1843.05,1709.6,2841,415
18-02-2025,725.5,205.5,236,252.2,373.5,384,1848,1725,2780.95,416.5
19-02-2025,726,208.6,238.1,255.1,383.2,395.75,1810.85,1710,2758.85,424.7
20-02-2025,728.85,213.25,241.55,258.55,391.15,409.5,1826,1690.9,2832.35,435.35
21-02-2025,720.35,210.09,239.1,251.7,389,402.15,1815,1695.65,2663.5,436.4
24-02-2025,716.2,208.85,234.5,251.25,383.3,392,1763,1642.75,2710.5,421.85
25-02-2025,710.05,204.39,233.15,248.15,382.2,383.1,1766.75,1635.1,2767,410.4
27-02-2025,702.3,202.39,231.2,244.45,377,378.35,1763,1621,2720,404.55
28-02-2025,689.8,197.4,225.65,238,365,362,1693,1576.7,2595,394.7
03-03-2025,696.15,195.76,225.45,242.6,379.65,378.3,1711,1573.8,2612,409.4
04-03-2025,716.4,195.7,226.99,249.6,383.45,386.65,1684,1536.5,2612.85,407.9
05-03-2025,730,204.9,229.6,255.95,396.4,402.3,1707,1573,2721.35,427.8
06-03-2025,730.25,207.05,232.25,264.96,404.7,411.55,1712,1582.65,2740.6,441.85
07-03-2025,731.95,205.66,232.4,260.49,400.5,405.8,1685,1558.6,2728.1,445
10-03-2025,727.7,204.02,223.29,256.69,393.6,393.75,1700.05,1549.8,2699,436.45
11-03-2025,729.9,202.7,226.25,264.7,401.55,404.1,1667,1567,2657.85,442.5
12-03-2025,722.75,202.55,224.2,265.93,396,401.9,1590.05,1537.6,2650,443.2
13-03-2025,728,205.2,225.02,263.8,388.35,405.95,1579,1532,2644.5,442.15
17-03-2025,723.3,205.53,229.61,261.41,390.5,412.95,1590,1545,2701,447.1
18-03-2025,737.65,209.5,232.49,262.2,400,420.65,1608.2,1560.95,2785,460.15
19-03-2025,745.05,213.69,232.85,265.6,403.25,429.5,1589.1,1547,2785,460.25
20-03-2025,748.5,215.6,235.8,271.8,402,429,1609.05,1555,2838,471.1
21-03-2025,754.5,216.49,242,279.11,408,429.9,1595.4,1565,2787.2,468.8
24-03-2025,781,225,243.51,280.69,427,445.7,1593.95,1602.85,2777,472
25-03-2025,770.35,222.94,241.71,278.6,418,443.75,1619.25,1621.05,2730.5,461.35
26-03-2025,762.7,219.75,239.9,273.5,409.95,426,1599,1625.65,2742.05,464.5
27-03-2025,772.05,229.9,242.65,279,421.85,431.75,1605,1637.25,2734,471
28-03-2025,771.2,229.36,246.5,278.35,414.5,428,1569,1591,2661.15,462.9
01-04-2025,771.25,229.48,248.29,285.7,405.2,417.25,1530.2,1534.5,2640,457.25
02-04-2025,776.6,231.9,250.05,286.6,415.9,425,1550,1531,2637.95,456.45
03-04-2025,779.9,237.5,243.59,286,421.45,426.3,1495.8,1468.4,2617,439.8
04-04-2025,769,234.42,226.1,279,408.4,404.3,1456.1,1427,2601.4,402.5
07-04-2025,749,229.61,220.35,275.5,396.05,386.1,1404.9,1377.95,2508,376
08-04-2025,770,236.5,226.47,285.15,398.3,396,1428,1402.9,2524.85,376.5
09-04-2025,742.45,230,223,287.95,395.8,389.6,1402,1380.7,2530.5,370.45
11-04-2025,753.85,232.31,230.2,292.75,401.8,401.4,1416.8,1393.5,2600.6,380
15-04-2025,764.5,235,233.15,294.35,426.9,423.6,1430.4,1426,2650,396.85
16-04-2025,772.15,241.05,240.84,298.15,423.7,424.55,1412.2,1434,2632.2,398.05
17-04-2025,793.85,242.26,243.78,298,423.55,427.5,1427.7,1439,2675.3,399.8
21-04-2025,817.2,249.39,249,303.8,436.2,444.35,1449,1478,2765,412.55
22-04-2025,821.3,251.9,248,306.25,438.25,440,1423,1485.9,2811.1,413
23-04-2025,813.5,251.82,252.1,300.2,433.85,442.95,1476.2,1594.4,2900.9,418.15
24-04-2025,812,251.55,249.69,302.4,434,438.55,1473,1590.3,2898,422.4
25-04-2025,797.4,246.1,246,295.25,412,421,1480,1576.4,2865,412.3
28-04-2025,816.55,252.41,250.5,310.4,420.35,433.8,1481,1550,2930,416.45
29-04-2025,810.75,252.09,245.65,311,413.15,429.45,1498,1570,2905.8,417.2
30-04-2025,787.6,249.6,243.42,309.85,406.05,417.75,1491.5,1556.5,2919.5,417.2
02-05-2025,799.8,248.5,242.85,311.45,406.15,419.1,1502,1572.4,2918.6,415.05
05-05-2025,790.6,249.5,239.88,321.45,411.4,423,1507,1569,3024,419.6
06-05-2025,772.8,221.95,237.01,311.5,394.2,403.85,1511,1570,3058.4,410.15
07-05-2025,777.8,224.75,238.67,316.8,405.5,412.45,1508.8,1565.3,3109.9,416.45
08-05-2025,765.45,216.21,231.45,306.6,388.95,389.9,1506,1572.1,3009,405.6
09-05-2025,780.5,220.25,234.5,307.05,387.1,384.95,1507.2,1572.5,2989.7,408
12-05-2025,800.95,227,244,308.5,414.65,413,1623.5,1663,3097.5,435.5
13-05-2025,801.95,232.79,241,306.75,412.4,402.2,1567.9,1619.9,3058,435
14-05-2025,802.4,233.9,246.04,313,406.4,390,1592.8,1641.3,3103.1,443.4
15-05-2025,808,234.53,246.98,316.85,407.25,394.3,1609.5,1692,3132,443.5
16-05-2025,792.5,236.6,247.2,319.5,417.25,406.75,1589.4,1661,3133.9,441.05
19-05-2025,794.45,239.89,246.5,317.1,418.45,406.95,1557.9,1651,3125,442.25
20-05-2025,786.7,236.77,249.05,312.3,408.5,394.6,1563.5,1640,3073,435.8
21-05-2025,787.2,241.01,248.99,316.7,411.45,399.85,1566.9,1649,3086.3,436.7
22-05-2025,785.8,241,242.1,313,407.05,402,1551,1640,3016,435.35
23-05-2025,790.25,242.7,244.22,318.75,405.95,403,1566.1,1649.5,3014.8,439.5
26-05-2025,794.15,241.47,245.85,322.8,412,406.95,1582,1673.8,3075,445.7
27-05-2025,794.25,241.2,244.6,317,412.4,405.65,1570.9,1654.9,3042,447.95
28-05-2025,796,243.1,243.09,321.2,411.1,402.5,1571.8,1660,2994.5,446.4
29-05-2025,798.1,243.64,244.45,319.5,414,408.5,1586.5,1665.5,3013.6,451.95
30-05-2025,814,250.48,239.2,317.5,406.65,402.35,1561.9,1631.5,2971,436.5
02-06-2025,813.5,255.1,238.04,316.6,409,403.4,1551,1628,3024,432.4
03-06-2025,808.2,253.75,237.25,309.05,407.2,400.3,1543,1630.5,3044,433.8
04-06-2025,805.5,254.53,237.58,311.5,405.1,401.2,1550,1625.4,3051,436.5
05-06-2025,806.8,251.25,238.2,310,408,403.25,1554.5,1632.3,3045,440.1
06-06-2025,812.65,246.3,240.08,316.1,418.45,414.95,1568,1638,3106.5,446.4
09-06-2025,820,247.8,243.2,320.3,431,426,1572,1648.5,3085,457.5
10-06-2025,817,246.5,244.94,320.2,431.6,423.45,1594,1670.7,3075.2,461.4
11-06-2025,814.4,242.95,247.45,334,428.7,419.5,1628,1721.3,3082,468.8
12-06-2025,804,240,247.35,319.25,414.9,404.9,1605,1702.4,3008,458.6
13-06-2025,793.3,239.8,251.05,312.9,406.65,403.15,1605,1697.4,3005.9,458.35
16-06-2025,793,240.92,256.24,315.85,407.1,401.3,1622.1,1722,3021,463.5
17-06-2025,792.05,237.8,251.98,311.7,402.8,398.8,1638,1728,3008,461
18-06-2025,790.4,236.2,249.85,316,396.9,392.3,1632,1719.7,3038,456
19-06-2025,782.6,231.4,251,311.6,389.4,382.85,1616.9,1706.8,3089,439.85
20-06-2025,795.25,234.3,251.2,313,408.1,394.05,1618,1736.9,3189.9,447
23-06-2025,790,233.9,251.1,313.25,410.65,397,1584.7,1699.9,3136,449.55
24-06-2025,795.75,237.6,244.09,318.85,413.8,398.65,1579.6,1691,3156.2,445.65
25-06-2025,800,239.1,241.8,318.8,413.3,398.8,1612.5,1713.9,3218,441.9
26-06-2025,796.05,239.6,245.01,330,420.2,403.5,1614.2,1722,3203.2,455
27-06-2025,804.55,241.99,244.4,333,421,402.3,1611,1728.7,3220,464.5
30-06-2025,819.85,248.5,244,331.5,427.2,402.6,1603.4,1732,3178.8,461.5
01-07-2025,820.2,247.52,243.19,331.95,423.9,401.6,1603,1718,3176,467
02-07-2025,812.7,242.99,241.1,331.9,418.6,395.6,1609.6,1715,3164.8,470
03-07-2025,807,242.1,243.95,331.15,415.7,393.05,1616.9,1710,3175.6,458.1
04-07-2025,811.25,240.79,245.2,345.1,414.35,394,1639.7,1725.9,3162,459
07-07-2025,807,241.8,241.4,350.5,411.95,391.55,1626.9,1707,3158,454.2
08-07-2025,812.25,239.88,243.35,355.85,420.5,395.3,1638.5,1700.1,3163,455.5
09-07-2025,811,241.2,243.16,349.3,418,391,1632.7,1673,3175,441.3
10-07-2025,807.55,238.72,243,350.15,429,397.15,1618.8,1660.1,3160,439
11-07-2025,808.6,236.95,241.7,344.3,430,400.4,1594.5,1633.3,3069.9,441.6
14-07-2025,809.1,240.95,244.15,344,426.75,399,1570.5,1613.5,3093.2,448.05
15-07-2025,816.4,244.5,244,349,425.55,401.8,1587.2,1567,3135,449.6
16-07-2025,830.5,248.99,243,348.5,423.3,400.4,1609,1562,3203,447.2
17-07-2025,828.75,246.2,243.77,347.15,424.1,401.1,1581,1544.2,3216,444.3
18-07-2025,823,244.4,246.14,343.2,419.25,400,1588.2,1549.1,3199,445.4
21-07-2025,824.6,243.46,244.99,342.85,420.2,398.25,1585.6,1530.8,3246.3,454.9
22-07-2025,814.65,239.5,246.02,340.65,418.9,393.5,1575,1520.5,3260,450.8
23-07-2025,820.05,243.17,245.8,344.5,419.8,400.6,1558.9,1528.8,3265,455
24-07-2025,816.5,247,245.25,341.5,422.2,405.5,1553,1510.1,3245,451.75
25-07-2025,805.9,243.3,240.49,333.6,415.5,400.3,1518.5,1490,3245,443.5
28-07-2025,796.55,240.64,239.76,333.65,404.95,392.2,1514.9,1468,3210,437.5
29-07-2025,798.85,242.03,241.75,335.05,411.45,401.35,1513.5,1475,3207,440
30-07-2025,800,239.6,241.75,336.55,411.2,399.5,1518,1478,3225,434.4
31-07-2025,796,237.74,240.26,327.15,410.35,395.1,1508.9,1465.2,3197.5,424.65
01-08-2025,792.95,235,236,317.2,403.25,388.75,1468.3,1450.2,3165,424.05
04-08-2025,796.8,241.25,235.13,318.05,413.85,394.8,1480.7,1470.4,3197.6,431.1
05-08-2025,800.5,240.88,234.3,314.9,414.75,394,1460,1480.9,3213,438
06-08-2025,804.8,241.58,234,316,416.1,388.85,1433,1459.9,3240.1,440.05
07-08-2025,805.6,241.77,233.6,310.1,410,385.55,1441,1479.1,3206,438
08-08-2025,802.5,238.9,233.2,319.8,404.45,381.4,1424,1476.3,3141.8,430.5
