Date,SBI,BANKBARODA,ONGC,BPCL,PFC,RECL,INFY,HCLTECH,M&M,VED
10-02-2023,552.9,169.45,146.9,333.05,146.05,117.15,1608.55,1116,1362.95,311
13-02-2023,537.1,165.55,147.8,334.45,141.2,113.95,1567.35,1113,1350,309
14-02-2023,541,168.6,148.2,331,143.75,113.45,1591.15,1123.5,1365.5,314.25
15-02-2023,542.8,169.8,147.3,331.25,148.45,116,1597,1132.1,1378,312.95
16-02-2023,539.3,169.05,155.9,325.7,149.6,116.35,1601,1127.5,1366.1,314.7
17-02-2023,530.65,166.9,156.5,331.5,148.05,115.6,1585,1109.95,1343,313.8
20-02-2023,525.45,164.5,154.75,326.05,147.5,113.55,1595.95,1115.75,1343,310.7
21-02-2023,523.8,159.85,154.2,322.5,149.8,113.8,1581,1105,1346.45,307.9
22-02-2023,516.75,157.05,153.75,322.1,146.35,112.05,1561.8,1094,1331,302.95
23-02-2023,522.85,156.5,154.8,320.75,147.8,112.95,1551,1094.65,1315.6,303.9
24-02-2023,521.5,154.8,154.6,317.75,145,113,1548,1095.8,1280.45,295
27-02-2023,527.5,159.1,154.6,319.65,143.3,112.1,1510.65,1082.7,1261,287.75
28-02-2023,522.45,158.3,152,316.35,144.8,114.5,1490,1085,1275.35,268.1
01-03-2023,536.25,164.4,154.65,316,149.5,115,1496.95,1100,1274.8,278.85
02-03-2023,534.5,164.25,154,321.5,149.85,115.75,1471.75,1107.05,1253,275.25
03-03-2023,561,172.6,154.15,321.1,155.2,118.2,1480.9,1119.9,1266.95,288.7
06-03-2023,561.8,173,158.2,324.55,161.9,121.65,1506.6,1128,1274.9,287.15
08-03-2023,564,174.1,158.05,326.4,168.25,124.75,1493,1121,1288.1,285.15
09-03-2023,558.7,171.5,156.25,324.55,168.3,126.3,1480.6,1115.7,1245.15,284.9
10-03-2023,547.65,167.8,156.1,325.5,167,122.6,1473.95,1114,1227.65,279.8
13-03-2023,529.95,164,156,323,163.5,120.15,1438.95,1100.95,1193,279.2
14-03-2023,526,162.45,153.75,326.4,161.5,117.15,1421.15,1085,1159.65,280.9
15-03-2023,517.8,158.8,152.5,331,160.75,117,1421,1085,1158.5,280.35
16-03-2023,525.65,160.4,153,350.2,158.5,117.15,1407,1072.15,1170,278.15
17-03-2023,531,160,153,351.45,156.5,118.5,1423.65,1111.9,1171.4,285
20-03-2023,520,158.8,152.2,359.2,151.15,116.2,1406,1094,1169,280.2
21-03-2023,521.75,163.2,151.1,358.3,154.05,118.7,1392,1085,1162.7,283.95
22-03-2023,521.55,167,151.85,351.25,154.25,118.75,1390.7,1082,1164,285.05
23-03-2023,512,162.7,152.7,348.9,152.6,117.25,1376.05,1065.25,1160.25,270.9
24-03-2023,505.5,159.6,149.2,346.2,147.95,115.05,1378.95,1050,1148,269.75
27-03-2023,509,160.6,149.8,343.95,149,115,1388.2,1052.85,1139,273.4
28-03-2023,509,161.1,147.25,339.5,146.85,114,1378.6,1042,1130.9,275.5
29-03-2023,517,164.7,150.55,340,151.3,115.35,1388.6,1069.35,1145.85,282.05
31-03-2023,523,169,151,344.1,152,115.9,1425.7,1085.45,1158,275.3
03-04-2023,525.6,169.25,153.75,330.25,155.25,117.05,1410,1098.4,1172,283
05-04-2023,523.5,167.45,153.15,329.5,156.85,117.7,1425.85,1108.05,1154.05,286.7
06-04-2023,527.7,166.9,150.7,332.2,156.55,118.85,1422.35,1093.05,1171.95,274.15
10-04-2023,525.7,166.3,156.6,335.4,166.65,124.2,1427,1101.7,1189,269.6
11-04-2023,532.5,170.8,158.85,338.5,168.9,124.25,1402.3,1087.3,1203.5,272.5
12-04-2023,529.15,170.4,157.95,337.5,166.05,123.3,1429,1095,1209,275.6
13-04-2023,533.4,171.4,158.95,332.35,161.6,121.35,1383.4,1072.5,1205.45,276
17-04-2023,544.4,176,160.05,335.5,165.5,123.1,1259,1042.3,1214,278.8
18-04-2023,545.25,177.65,160.05,334.4,161.5,123.2,1259,1065.85,1205.4,279.45
19-04-2023,539.4,177.1,159.65,342.8,161.6,122.95,1230.95,1037.5,1215.45,281.35
20-04-2023,544.35,177.35,159.1,343.65,159.9,122.8,1223.5,1037,1215.05,279.75
21-04-2023,542.3,176.2,159.65,345.65,156.65,121.9,1227,1048.2,1212.15,276.2
24-04-2023,553.8,180.15,160.3,346.5,161.2,124.1,1228.85,1054,1206.9,275.4
25-04-2023,561.35,183.95,160.5,346.9,162.3,125.1,1227,1054.6,1207.65,278.3
26-04-2023,567,183.65,160.7,348.85,164.9,125.3,1227,1065.05,1215.75,276
27-04-2023,564.45,185.35,159.8,355,164.55,124.95,1247,1072,1224,276.3
28-04-2023,576.1,188.3,158.7,356.3,170.1,132.25,1252.95,1063,1225.1,279.2
02-05-2023,574.4,188,164.3,360.6,173.6,136.4,1278.1,1069,1234,281.2
03-05-2023,569.9,184.7,161.15,360.6,170.5,136.35,1268,1059,1235,278.55
04-05-2023,579.45,185.2,160.8,367.4,174.55,136.7,1272.5,1065.55,1230.45,278.3
05-05-2023,576.45,183.9,159.9,364.3,168.65,132.7,1260.4,1054.7,1213,274.7
08-05-2023,584.6,183.2,164.7,368,171,133.85,1266.5,1075,1233.5,279.2
09-05-2023,573.7,177.55,164.8,366.3,166.4,132,1271.55,1080,1244.7,283.8
10-05-2023,572.15,178.55,166.75,371.7,165.7,132.1,1264,1079,1250,286
11-05-2023,573.7,178.65,167,372.05,164.45,131.6,1257.95,1085.35,1251.05,282.2
12-05-2023,578.1,178.8,165.65,362.15,164.85,132.75,1247,1098,1275.05,275.1
15-05-2023,582.05,184.05,165.7,356.9,171,136.6,1258.4,1099,1287.5,276.8
16-05-2023,585.95,187.2,167.6,363,167.7,132.75,1263.15,1089.7,1265,280.1
17-05-2023,587.2,186,167.2,364.7,164.8,133.2,1248.4,1075.95,1262,279.55
18-05-2023,576.35,180.25,166.2,360.25,164.95,129.25,1249.95,1080.75,1248.8,278.9
19-05-2023,575.65,181.7,164.6,360.95,165.45,129.95,1269,1094,1258,282.1
22-05-2023,576.55,180.8,165,362.1,166.7,129,1291.8,1119.5,1265,287.5
23-05-2023,580.3,182.95,165.2,366.2,165.55,130.3,1300.8,1105,1268,288.6
24-05-2023,582,182.5,166.1,364,166.65,130.9,1299.9,1109.15,1277.1,291.6
25-05-2023,580.7,181.9,166.25,364,171,133.25,1306,1116.9,1279.35,296.25
26-05-2023,585.75,183.35,164,364.05,170,133.45,1316,1138,1277,297.95
29-05-2023,594.6,183.55,159,362.5,174.15,135.55,1315,1127.8,1325.05,300.55
30-05-2023,592.95,183.6,159,360.2,180.9,140.3,1322.4,1135,1327.05,286.2
31-05-2023,581,185.3,153.7,364.6,182.15,141.4,1317.8,1144,1316.2,278.3
01-06-2023,583.05,184.7,154,364.5,183.3,140.8,1320.55,1140.85,1319.8,278.15
02-06-2023,586.6,186.6,154.7,359.8,190.1,144,1299.7,1137.7,1343,279.65
05-06-2023,587,185.5,155.35,357,193.55,145.1,1306,1136,1394.95,278.3
06-06-2023,586,185.45,153.8,356.75,194.6,146.4,1281,1127.5,1410.1,277.15
07-06-2023,588.8,187.35,154.4,367.9,196.5,146.5,1288.8,1130.55,1409,278.7
08-06-2023,588,187.6,156.3,362,197.05,146.1,1283.3,1125,1379.95,277.65
09-06-2023,578.8,184.9,154.2,360.25,198.7,148.6,1266.6,1110,1371.85,276.8
12-06-2023,578.55,187.1,155.2,371.4,202.3,154.7,1292.65,1137.8,1384,278
13-06-2023,576.35,187.4,155.85,373.3,203.15,154.85,1304.9,1131.2,1374.2,278.1
14-06-2023,576.35,187.5,157.6,373.2,200.9,153.75,1302,1132.05,1378.15,281.3
15-06-2023,566.75,183.5,157.85,378.95,201.15,151.3,1287,1144.25,1393.05,281.4
16-06-2023,570,187.95,157,376,197.25,152.8,1290,1147.05,1406,280
19-06-2023,569.2,194.15,157.6,375.55,197.45,154,1292.5,1138,1400.5,280.75
20-06-2023,568,195.4,157,372,204.3,161,1304.5,1170,1397.65,282.7
21-06-2023,566.3,198.2,160.2,372.5,209.3,163.9,1298.5,1173,1377.25,281.45
22-06-2023,562.9,193.55,159.2,373.7,202.95,159.25,1283,1161.65,1379.8,281
23-06-2023,555.45,192.1,156.45,360.5,200.1,156.35,1265.7,1168,1374.35,276.15
26-06-2023,557.35,190.6,157.45,358,200.1,156.6,1270.7,1166.9,1398,279.5
27-06-2023,567.3,190.9,158,359.85,207.8,160.65,1278.95,1167,1401.5,279.15
28-06-2023,571,190.95,158.35,365.85,218.5,167.1,1296,1171,1397,280
30-06-2023,572.35,190.1,160.35,365,215.55,164.85,1337.85,1184.85,1456,277.95
03-07-2023,585.4,199.25,162.95,375.05,220.45,166.3,1333,1183,1471.7,278.2
04-07-2023,588.9,202.65,161.35,376.8,220.85,164.6,1344.65,1189,1467.55,277.7
05-07-2023,591.25,204.9,162.8,385,223,166.2,1346,1195,1477.9,277.6
06-07-2023,592.25,205,165.55,391.2,223.2,165.6,1342.95,1182.35,1549.5,280.2
07-07-2023,592.5,208.6,163.75,392,221.1,165.7,1329,1157.95,1561,280.85
10-07-2023,591.6,203.85,162.9,386.5,224.2,166.5,1328.5,1122,1553,282.45
11-07-2023,589.35,204.75,164.45,391.05,227.1,169.75,1347,1113.85,1569,277.75
12-07-2023,589.6,204.6,167.75,387.5,227.3,169,1333,1106.4,1570,277.1
13-07-2023,586,197.25,168.05,381,225.8,165.6,1365.1,1112,1571.05,278.2
14-07-2023,584.85,198.3,168.9,379.3,224.85,160.35,1426,1150,1545,285.75
17-07-2023,602,201.6,166.4,381.85,223,161.05,1424.55,1155.1,1538,284
18-07-2023,592.5,198,166.95,379,221.9,160,1476,1165.3,1536.5,281.65
19-07-2023,600.85,200,166.85,384.35,226.2,162.35,1476,1167.95,1544,284
20-07-2023,610,199,167,388.1,226,161.6,1442.75,1155.95,1545.95,282.15
21-07-2023,615.35,197.35,170.55,390.4,227.4,161.8,1337.45,1119.2,1522.35,278.15
24-07-2023,617.9,198.35,170.5,389.95,239,172.65,1336,1111.6,1547,271.55
25-07-2023,609.9,196.3,172.7,386.65,238.5,172.25,1335.65,1111.5,1566,276.75
26-07-2023,614.4,197.35,173,387.9,242.35,173.45,1347.45,1114,1545.9,278.45
27-07-2023,617,199.15,170.8,379.9,254.55,188.65,1354.5,1115.5,1448.6,277.6
28-07-2023,616,201.3,171.3,373.45,254.95,193.55,1340.6,1103.5,1467.95,278.7
31-07-2023,619,202.25,177,377,261,203,1354.8,1115.65,1474,276.2
01-08-2023,612.4,201.2,176.8,377.95,259.05,200,1365.05,1138,1490,277
02-08-2023,598.8,194.85,175.45,369.5,255.9,196.45,1356,1127,1480.5,272.8
03-08-2023,591.25,193.4,171.8,367.05,259.75,199.5,1364,1123.4,1470.9,253.9
04-08-2023,573.2,190.05,173.15,360.5,258.35,199.25,1377.9,1142.5,1463.5,249
07-08-2023,568.35,190.55,172.55,361.5,266,211.75,1393.8,1151,1528,237.5
08-08-2023,573.7,194.95,173.2,357.95,269.25,217,1389.25,1140,1500,240.2
09-08-2023,573.65,193.8,177,361.25,269.4,217.6,1395,1141.55,1535.8,244
10-08-2023,574,192.15,178.8,362.8,266.1,217.15,1391,1134.9,1546,243.9
11-08-2023,574.5,192.7,177.2,357.3,263.4,224.2,1372.95,1167.55,1544.45,238
14-08-2023,561,188.4,178.2,356.2,263.9,222.05,1392.95,1170,1544.95,233.9
16-08-2023,565.05,186.7,178.75,357.05,263.7,222,1417.9,1175.5,1570,236.55
17-08-2023,571.75,190.2,177.45,357.65,271.6,235.7,1410.5,1174.95,1568.75,234
18-08-2023,571.15,191.35,174.5,352.05,268,233.85,1387,1173,1548.9,233.7
21-08-2023,571.3,190.9,175.65,352,270,238.85,1404.5,1177.95,1538.5,234.4
22-08-2023,568.2,190.3,175.95,346.9,272.5,238.1,1404,1180,1550,235.2
23-08-2023,576.3,193,175,344.85,273.5,240.55,1407,1182.85,1544.75,238.35
24-08-2023,577,191.9,173.2,351.45,271.15,243.5,1424,1172.95,1542,237.45
25-08-2023,569.7,189.5,174.25,349.25,269.5,240.2,1416.55,1153,1517.5,233.3
28-08-2023,573.1,189.85,175.1,355.6,272.05,243.85,1416.15,1151,1547.8,238
29-08-2023,575.25,191.1,175.6,356.6,269.85,244.3,1418,1159,1555.05,237.25
30-08-2023,567.5,192,175.85,351.5,272.8,245.75,1433.4,1170,1579.4,236.4
31-08-2023,562.15,187.2,173.85,340.3,258.25,237.95,1436.5,1175,1577.7,232.4
01-09-2023,569.5,190.75,181.2,344.6,258.05,238.6,1442,1185.1,1589.95,236
04-09-2023,575.6,195.9,182.9,345,264,243.95,1468.5,1232,1576,242.25
05-09-2023,572.95,196,182.6,350,262.7,240.3,1477.3,1233.6,1571.65,241.3
06-09-2023,570.95,194.55,182.9,353,257.35,235.2,1475.8,1236,1572.2,241.45
07-09-2023,580.6,196.2,181.25,353.75,272.9,246,1467.3,1255,1564.9,239.3
08-09-2023,583.4,197.5,184.4,361.9,306.4,269.9,1468.45,1262,1567.3,237.8
11-09-2023,591.25,202.9,183.95,363.2,307.45,270.8,1475,1278.8,1580.55,238.1
12-09-2023,587.6,199.6,181,349.95,283,248.5,1501,1280,1552.7,231
13-09-2023,596.35,208.6,184.35,355.3,278.8,244.4,1495.1,1274,1536.65,233.45
14-09-2023,596.6,211.6,187.85,358.85,280.4,246.2,1505.55,1285,1574,235.95
15-09-2023,598.05,210.5,186.6,353,278.85,246.25,1512,1304.15,1600.05,237
18-09-2023,603,216.2,186.6,360.2,288.25,251.4,1490,1303,1637.25,236.6
20-09-2023,601,214.55,188.15,352.9,287.9,255.7,1492.25,1295.5,1642,232.2
21-09-2023,587.9,206.7,186.75,355.15,230.4,259.1,1500,1279.05,1586.9,226.7
22-09-2023,598.7,215.2,185.15,352,238.35,270.45,1495,1274.8,1610,225.65
25-09-2023,593.95,217.45,185.5,351.8,238.1,270.7,1475.4,1266.05,1587.05,224.4
26-09-2023,594.45,214,187.95,351.7,235.35,267.5,1460.5,1261,1597.85,224
27-09-2023,590,214.7,187.4,349.3,249.4,283.5,1469,1261.1,1597,208.6
28-09-2023,590.5,212,188.2,345.1,245.8,283,1444,1248.35,1554.35,209.95
29-09-2023,598.3,214,191.75,347,252.65,287.95,1429.65,1237,1555.75,222.65
03-10-2023,603.1,218.05,184.6,341.55,251.75,291.75,1429.65,1239,1535.9,230.95
04-10-2023,585.2,212.2,183.05,341.85,243.9,283.6,1449.5,1241.8,1522.7,224.25
05-10-2023,592,212.9,182.3,344.5,240.75,279.6,1461.1,1235.4,1548.85,222
06-10-2023,594,215,181.5,347.3,246.2,285.1,1479.2,1235.8,1544.9,222.45
09-10-2023,584.55,211.55,182.2,340.25,240.25,280.35,1475.75,1249.3,1515,218.7
10-10-2023,591.2,213.9,183.35,340.75,250,291.3,1495.25,1260.05,1538,221.35
11-10-2023,588.9,207.4,183,342.2,249.8,291.1,1490.75,1241,1556,227.2
12-10-2023,585.6,207.75,184.4,348.8,249.15,290.75,1452.3,1223.4,1569,226.5
13-10-2023,576.2,203.7,185.15,347.5,249.45,292.65,1432.85,1257,1564.5,226
16-10-2023,575.5,205.6,186.5,347.1,252,294,1432.95,1272,1574.7,229.4
17-10-2023,576.7,206.95,186,354.8,251.4,294,1443,1276.7,1572.55,229.9
18-10-2023,572.75,204.25,186.85,351.35,245.95,288.5,1441.25,1271.35,1577.95,230
19-10-2023,571.3,205.2,186,352.85,248.5,294.8,1434,1265.7,1566.9,226.55
20-10-2023,562.8,202.7,186,346.4,247.05,287.8,1428,1257,1553.75,223.15
23-10-2023,552.4,194.75,184.5,343.2,242.5,278.2,1409,1234.95,1561,215.25
25-10-2023,556.6,193.95,183.3,339.45,237.6,273.7,1372,1230,1570.95,216.9
26-10-2023,547,190,180,335.1,231,267.45,1360,1230.85,1508,212.5
27-10-2023,561.7,197.5,185,334.85,237.75,273.8,1381.05,1267.5,1511.8,215.8
30-10-2023,566.2,198.8,188.75,346.5,239.1,279.1,1379.9,1262.1,1494.95,216.5
31-10-2023,565.95,196,185.95,349.8,246.95,287.8,1370.25,1275.5,1464,216.6
01-11-2023,567.3,195.7,186.25,357,242.55,283.15,1354.8,1257.8,1452.5,223.5
02-11-2023,572,199.8,186.4,360.35,257,302,1372.5,1273.5,1475.25,230.2
03-11-2023,579.15,203,189.8,361,261.75,303.95,1388,1266,1470,232.2
06-11-2023,573.95,195.7,193.25,366,260.55,304.25,1404.05,1269.4,1492.05,233.15
07-11-2023,580.35,191.8,193.5,372.45,262.7,309,1404.5,1275,1479.6,237.45
08-11-2023,580.4,192.9,195.35,383,263.3,310.6,1390.5,1267.5,1486,237.7
09-11-2023,577.6,192.9,192.55,383.25,277.2,318.25,1377,1267,1550,234.95
10-11-2023,580.25,195.05,195.9,383.4,288.25,326,1370.4,1256,1523.5,245
12-11-2023,580.85,195.1,196.7,384,298.1,331.35,1389,1260.1,1527.5,244.95
13-11-2023,581.3,196.7,195.65,386.5,306.95,333.8,1373.75,1261,1537.65,242.05
15-11-2023,584,197.85,199.3,391.8,310.6,334.2,1412,1278.2,1541.25,238.7
16-11-2023,584.1,198.5,201.75,397.95,310.3,330.6,1445,1313,1571,238.4
17-11-2023,562.9,196.9,196.8,390.4,316.05,339.5,1437.2,1308,1582,239.95
20-11-2023,563.5,197.15,197.95,392.45,324.8,347,1437.45,1322.85,1553,239.3
21-11-2023,561.4,195.5,191.3,387,320,339.5,1439.4,1326.05,1561.25,240.15
22-11-2023,559.5,194.25,191.2,402.3,321,337.7,1457.3,1330,1545.5,236.05
23-11-2023,560.5,194.2,190.8,411.05,320.75,341.15,1450.75,1328.1,1547.5,234.45
24-11-2023,560.7,192.95,188.4,409,314.9,337.7,1437,1308.4,1551.95,232.5
28-11-2023,564.8,196.65,194,422.8,320.4,339.6,1442.65,1319.9,1565.5,234.5
29-11-2023,568.35,197.1,192,429.25,327.5,342.2,1459.2,1330.2,1614,232.95
30-11-2023,565.15,197.9,194.6,436.9,337.95,350,1455,1340,1644.6,233.1
01-12-2023,571.85,201.75,194.45,437.5,365.8,375,1451.5,1339,1627,240.3
04-12-2023,595.9,209,202.45,462.2,373.25,389.45,1464.9,1335,1655,242.2
05-12-2023,608.25,210.75,201.85,471.05,378,392.6,1454.9,1319.7,1684.5,242.3
06-12-2023,607.7,209.5,202.4,472.95,379.5,401.5,1475,1329,1706.45,250.9
07-12-2023,611.5,211.5,199.05,474.7,377.5,393.85,1468.5,1329,1697.95,248.8
08-12-2023,614.5,212.15,196.3,470.8,385.75,407.2,1491,1365.9,1668,244.95
11-12-2023,614.2,215,194.35,466.4,389.7,408.2,1489.5,1374.5,1652,247.85
12-12-2023,612.05,215.6,196.2,447.9,390.9,409.6,1476,1372,1634.8,246.75
13-12-2023,619,221,193.2,447.45,421.95,446,1449.95,1367.15,1668.05,251.45
14-12-2023,623.65,220.2,196.05,446,423.95,441.5,1506,1413.5,1704,254.3
15-12-2023,648.3,224.2,200.7,448,413.3,434.1,1576.55,1493.65,1721.4,257
18-12-2023,647.6,223.9,199.5,446.65,412.8,436.75,1563,1503.05,1710.1,261
19-12-2023,656,226.2,200.5,449.6,409.6,436,1555,1487,1699.6,262.3
20-12-2023,634.55,218.8,204.05,438.8,379.15,402.6,1531,1437.95,1660,251.7
21-12-2023,644,224.8,203.25,449.25,391,414.75,1540.05,1424,1639,256.5
22-12-2023,637.2,223.6,203.55,446.8,388,407.05,1560.6,1459.2,1635,260
26-12-2023,638.5,225,208.35,451.65,392.2,419.65,1546,1459.9,1657.1,261.7
27-12-2023,648.65,232.2,205.4,454.5,385.2,411.2,1568.6,1470,1683,253
28-12-2023,649.3,232.5,207.8,466.1,386.35,412,1566,1472,1735,256.9
29-12-2023,641.7,230.85,205.5,451,382.4,411.5,1542.65,1468,1725,258
01-01-2024,638.1,233,204.95,451.2,394.4,424,1548,1480,1702,256.6
02-01-2024,639.2,230.85,207.5,456.05,390,423,1533,1470,1661,258.2
03-01-2024,644.5,233.2,208.05,461.5,393.95,424.1,1492,1438,1656.5,265.45
04-01-2024,643.6,238.05,214.5,453.9,405.9,436,1513,1420.5,1642,266
05-01-2024,641.45,234.25,215.65,452.5,404.2,434,1531,1434.95,1640.65,265.85
08-01-2024,627.9,225.1,217.65,454.8,406.2,435,1520,1439.9,1606.1,259.5
09-01-2024,625.95,223.3,216.8,459.1,392.75,427.1,1530.05,1468.75,1630.5,259.85
10-01-2024,622,223.95,212.8,451.1,392.5,422,1519.95,1490,1626.5,266.45
11-01-2024,621.25,226,212,458.6,395.6,423.1,1520.3,1486,1631.45,275.8
12-01-2024,635.25,229.9,224,458,401.95,428.3,1615,1553.9,1626.5,272.8
15-01-2024,640.8,231.2,233,460.5,409.4,440,1652,1588,1638,274.4
16-01-2024,637.55,231.5,234.8,472.5,401,438.3,1626,1555,1621,273
17-01-2024,626.45,225.85,232.8,472.8,394,427,1641,1572.95,1595,266.1
18-01-2024,628.5,228.5,233.9,472.6,394.4,428,1646.65,1569.95,1617.3,267.65
19-01-2024,628.7,230.7,241.85,480.4,412.4,453,1657.85,1570.5,1653.3,266.4
20-01-2024,631,233.3,241.9,481.2,417.5,458,1649.45,1544,1624,264.75
23-01-2024,606,223.3,231,464.15,398.25,441.65,1642,1522,1595.1,252.95
24-01-2024,618,228.25,234.85,477.85,422.1,468,1673,1576.75,1628,262.95
25-01-2024,615,227.2,234.4,474.4,419.75,470,1666,1549.5,1633.1,263.85
29-01-2024,624.2,234.4,254.85,493,447.35,500.75,1651.05,1575,1637.5,267.4
30-01-2024,625.5,237.35,249.4,502.7,444.9,493.05,1653,1559.8,1618,265.75
31-01-2024,641.55,248.2,253.15,502.25,444.15,498.85,1656.75,1570.8,1656.8,275.2
01-02-2024,648.5,256.5,247.9,509,445.95,494.65,1655,1578,1651,268.6
02-02-2024,648,255,257.15,557,450.3,494.9,1693.3,1583.9,1660,271.8
05-02-2024,643,257.3,263.5,575.9,460,500.5,1683.4,1555.1,1700,273.95
06-02-2024,654.8,251.4,272.45,610.5,454.2,501.55,1728,1623.8,1728,281.95
07-02-2024,677.5,246.5,272.75,605.25,468.8,510,1695,1614.95,1722,282.4
08-02-2024,699.8,253.5,273.6,622.2,467.15,509.4,1693,1634.55,1691.2,278.95
09-02-2024,725.45,265.85,268.1,614.5,429.5,483.8,1670,1624.9,1644.45,274.4
12-02-2024,707,254.4,257.75,590.4,424,453.5,1677.2,1659.4,1661.6,267.5
13-02-2024,711.35,258.7,259.8,584.6,420.5,465,1681.5,1665.5,1650,269.85
14-02-2024,743,269.85,269.15,626.95,434.85,483,1666.8,1666,1662,282.55
15-02-2024,760.4,275.1,276.45,650.95,435.35,483.9,1680,1665,1769.85,268
16-02-2024,757.35,275.4,274.7,652.9,432.5,472,1698.65,1670,1838,266
19-02-2024,759.65,271.35,274.55,653.05,431.75,468.9,1699,1675,1847.1,270.2
20-02-2024,760.65,273.5,277,663.6,426.8,467,1685.4,1662.8,1848.75,270
21-02-2024,772.05,275.3,273,633.1,411.85,453.85,1652,1635.5,1858,269.65
22-02-2024,766.95,275.55,274.9,626,416.5,462.1,1678.25,1683,1908,270.75
23-02-2024,760.35,269,271.7,617,412.9,463,1675.05,1664.4,1924.95,268.35
26-02-2024,758.4,269,269.75,626,411,459.7,1660,1646.9,1926,265.25
27-02-2024,749.5,269.5,269.75,623.15,400.8,443.2,1664.5,1659.25,1945,264.2
28-02-2024,743,261.6,264.95,607.1,389,428,1666,1648,1905,262
29-02-2024,753,266.5,265.6,607.4,400.5,443.8,1674,1673,1932,268.7
01-03-2024,770,270.8,271,623,413,459.6,1653.8,1646.45,1973,271
02-03-2024,773.7,271.85,271.4,625,415.5,461.15,1655.2,1648.5,1959.8,272.7
04-03-2024,771.35,273.15,279.2,641.9,420,464,1635.75,1638.25,1926,275.8
05-03-2024,784.6,278,283.45,645.5,417.8,465.2,1604,1617.4,1942.3,287.3
06-03-2024,783.7,282,280.5,636.5,423.45,470.05,1618.5,1648,1972,282.45
07-03-2024,786,281.25,279,623,429.6,473.2,1612,1635.7,1892,282.7
11-03-2024,773.95,277.8,273.9,625,430.85,482.85,1600,1636,1888.6,275.25
12-03-2024,759,272.1,270.05,623,427.9,481.9,1614.1,1635,1893,270.25
13-03-2024,747.4,259.95,256.1,599.35,397,447.65,1613,1624.5,1847.1,251
14-03-2024,741,259,263.95,608,400.2,465.6,1649.95,1677,1881.5,260.5
15-03-2024,732.65,254.9,259.25,583.5,380.65,446,1631.45,1648.6,1796.3,264
18-03-2024,732.45,255.4,262.1,582.5,375.75,437.05,1601.8,1645.9,1859,270.35
19-03-2024,722.55,248.85,259.05,558.15,362.2,429.4,1566.5,1595,1847.35,266.45
20-03-2024,736.6,249.8,263.25,566.6,361.5,423.5,1555.8,1592,1847,267.65
21-03-2024,742.8,255.9,263.15,587,386.85,448.7,1555.5,1600,1870,273.2
22-03-2024,746.5,260.05,263.35,592.5,391.3,460.15,1511.45,1556.8,1875,271.35
26-03-2024,741.8,261.3,265.25,600,395.4,461,1495,1563,1868,267.9
27-03-2024,736.5,259.8,265.3,596.85,384.2,447.8,1487.15,1549,1884,271
28-03-2024,752.95,264.4,268.5,604,391.55,451.75,1495.25,1547.05,1915.35,272.55
01-04-2024,758,266.65,270,602.5,401.05,459.95,1497.5,1558,1917,287.1
02-04-2024,765.95,270.9,272.55,616.2,406.5,463.5,1483.9,1531.95,1970,300.85
03-04-2024,771,275.5,275.65,611.7,417.6,474,1480.6,1534.6,1985,298.1
04-04-2024,760.8,269.7,269.5,600.45,416.45,474.1,1489,1539.95,2008,311.2
05-04-2024,765.9,269.4,268.1,591,416.5,471.9,1480.4,1545.4,2011.9,318.4
08-04-2024,767.6,267.85,270.1,591.45,411,454.15,1475.5,1540.75,2080.9,322.65
09-04-2024,765.05,265.5,269.15,585.4,403,440.1,1497.25,1543,2087,337.9
10-04-2024,777.4,270.2,272.1,606,406.95,448.2,1506.5,1539,2077,361.2
12-04-2024,766.55,267.7,265.6,601,403.05,440.2,1484.85,1521.3,2072,372.95
15-04-2024,758.9,261.95,281.1,590,392.85,429.95,1467.25,1508.35,2052,371.65
16-04-2024,752.8,255.7,284.2,593.65,397.45,430.4,1415.2,1474.1,2031.9,377.9
18-04-2024,746.1,260.2,275,593,397.65,430.9,1429.5,1468,2025,390.95
19-04-2024,750,256.7,274.8,584.5,398.5,425.55,1411.95,1449.9,2084,384.9
22-04-2024,768.15,261.85,277.3,604,404.95,435,1434.5,1472,2093,381.5
23-04-2024,773,260.1,276.75,593.5,399.1,435,1439.45,1485.55,2069.7,377.15
24-04-2024,772.5,259.25,278.85,593.5,400.2,439.3,1433.55,1482,2059.95,383.5
25-04-2024,812,268.6,282.3,602.3,407,452.45,1438.3,1502,2092.35,379
26-04-2024,803.2,268.9,282.95,610,406.4,457.05,1432,1477,2055,397
29-04-2024,825,272.7,283.5,619.3,415.95,463.75,1436,1388.3,2065.55,406.1
30-04-2024,821,280.4,282.6,610.15,439.5,509,1421.75,1367.45,2159.9,399.3
02-05-2024,830.45,279.55,282.6,635.35,467.5,552,1417.45,1362.2,2183.8,409.8
03-05-2024,831,275.95,286.1,630.95,481.6,558.9,1415.75,1347.2,2193.15,415.85
06-05-2024,809.5,264.6,282.1,611.65,437.45,516.2,1427.4,1360,2227,410
07-05-2024,803.65,259.1,273.5,604.5,421.5,506.6,1438,1329.9,2195.7,396
08-05-2024,811.4,262.9,277.3,621.1,441,534.5,1428,1314,2183.6,405
09-05-2024,820,262.5,266.2,592.25,418.95,514.35,1434.15,1319,2215.65,394.5
10-05-2024,816.85,255.1,269.75,618.8,419,514.6,1425.9,1319.35,2193.8,410
13-05-2024,808.95,259.5,267.5,608,417.95,517,1423.75,1314.4,2206.9,414.1
